m3c2_sn_erosion_volume_m3,dod_erosion_volume_m3,mean_slope_deg
-5.936378479003906,-5.341442584991455,34.385494232177734
-4.730478763580322,-3.9811415672302246,27.183883666992188
-12.79995059967041,-12.090229988098145,28.366233825683594
-48.846092224121094,-42.747798919677734,32.27360153198242
-28.951940536499023,-33.09956741333008,35.46897888183594
-38.35248565673828,-59.75674057006836,31.42601203918457
-5.1368865966796875,-9.910097122192383,38.313995361328125
-11.677045822143555,-12.714773178100586,30.38712501525879
-6.964785575866699,-10.791526794433594,36.06526184082031
-32.21752166748047,-21.314308166503906,32.92097473144531
-10.079490661621094,-7.145084381103516,35.38187789916992
-21.703479766845703,-14.029254913330078,33.09974670410156
-98.73004913330078,-109.45506286621094,33.78260803222656
-13.398877143859863,-14.655367851257324,30.7932071685791
-15.806668281555176,-15.742904663085938,29.231914520263672
-52.70553970336914,-81.55950164794922,29.200937271118164
-35.526512145996094,-21.3527774810791,27.9561710357666
-10.6286039352417,-10.551122665405273,31.43284797668457
-18.105833053588867,-13.579222679138184,40.0699577331543
-5.245625019073486,-3.0854337215423584,31.66176986694336
-21.709901809692383,-20.368425369262695,33.639122009277344
-44.27958297729492,-52.23732376098633,41.995269775390625
-17.378299713134766,-13.288039207458496,34.5539665222168
-53.07563781738281,-41.500282287597656,38.12079620361328
-31.570663452148438,-30.493125915527344,42.232818603515625
-33.27004623413086,-45.71957015991211,34.042869567871094
-50.279422760009766,-72.19927978515625,32.23015213012695
-13.35181999206543,-15.79931926727295,31.90441131591797
-4.820786952972412,-5.115033149719238,25.46456527709961
-5.557180881500244,-5.232900142669678,36.18560028076172
-84.61803436279297,-103.12646484375,31.27058219909668
-25.416946411132812,-33.22871017456055,33.591922760009766
-41.01811599731445,-47.4741096496582,39.11587905883789
-22.333337783813477,-10.891586303710938,31.560853958129883
-19.705089569091797,-9.85679817199707,33.79402160644531
-11.442642211914062,-5.415855884552002,33.31121826171875
-10.777445793151855,-7.464892864227295,30.733264923095703
-7.055542469024658,-5.6654462814331055,29.359106063842773
-16.8100643157959,-16.26542854309082,25.952327728271484
-54.14933776855469,-53.51920700073242,36.79670333862305
-46.59159469604492,-57.583221435546875,32.812442779541016
-15.710268020629883,-19.725807189941406,38.227882385253906
-12.136691093444824,-9.678535461425781,34.346710205078125
-10.680681228637695,-9.020682334899902,41.190242767333984
-24.349380493164062,-18.831506729125977,35.41455078125
-5.856958866119385,-3.858045816421509,36.091453552246094
-39.33021545410156,-38.36252212524414,32.676025390625
-34.98024368286133,-25.588150024414062,33.16610336303711
-13.710668563842773,-9.067665100097656,38.58964920043945
-8.817444801330566,-7.806076526641846,35.48097229003906
-51.302337646484375,-33.083465576171875,34.466636657714844
-4.4091668128967285,-1.5258245468139648,32.4343147277832
-4.673145771026611,-1.8089395761489868,28.732450485229492
-28.26937484741211,-21.604917526245117,26.468454360961914
-16.431734085083008,-10.5173921585083,29.094575881958008
-2.6961171627044678,-1.6248126029968262,29.059988021850586
-4.384552478790283,-1.7925487756729126,32.557945251464844
-11.117988586425781,-7.5327301025390625,12.005843162536621
-7.533795356750488,-18.123884201049805,36.526302337646484
-1.5882306098937988,-0.28805291652679443,37.70815658569336
-5.614548206329346,-1.1522116661071777,35.47016525268555
-22.008853912353516,-7.859780788421631,38.93367385864258
-33.161590576171875,-39.87189483642578,39.91765213012695
-18.119068145751953,-19.107831954956055,36.12986373901367
-30.941776275634766,-19.114683151245117,31.640485763549805
-97.3597640991211,-93.0559310913086,24.006195068359375
-60.64798355102539,-46.57134246826172,36.419158935546875
-59.28316116333008,-34.75611114501953,34.15806579589844
-20.143888473510742,-10.775571823120117,40.81813430786133
-30.0238094329834,-20.450632095336914,40.3979377746582
-20.01670265197754,-10.781689643859863,35.90662384033203
-12.190085411071777,-7.383382797241211,36.4013786315918
-6.59099006652832,-4.044729709625244,23.784082412719727
-65.6296615600586,-68.0029296875,38.11317443847656
-26.118934631347656,-33.65047836303711,38.779598236083984
-15.951383590698242,-12.059178352355957,37.896820068359375
-99.77735137939453,-79.47770690917969,7.9936957359313965
-4.255219459533691,-2.0414505004882812,27.02484893798828
-19.8739070892334,-40.89329528808594,40.43815231323242
-100.86896514892578,-123.3644027709961,32.25302505493164
-9.504157066345215,-7.9127583503723145,34.40031814575195
-40.359580993652344,-33.16203689575195,25.069091796875
-19.451587677001953,-10.476663589477539,27.92966079711914
-159.17356872558594,-163.6650390625,24.187715530395508
-15.398187637329102,-12.433526039123535,27.39382553100586
-13.49070930480957,-10.8434476852417,30.527996063232422
-98.29439544677734,-101.1469497680664,39.361690521240234
-142.41285705566406,-117.04981231689453,40.40605926513672
-9.799838066101074,-4.426893711090088,31.697265625
-105.76740264892578,-126.4603271484375,31.872379302978516
-33.081298828125,-36.78900146484375,30.590450286865234
-25.04680824279785,-27.964719772338867,29.151575088500977
-32.096290588378906,-85.09671020507812,27.687252044677734
